Testing 533 payers...
Start: 2026-06-03T17:35:48.480528+00:00
================================================================================
  [304/533] Braven Health (Horizon NJ)                    ... 🔒 auth_required | HTTP 403 | 286ms
  [305/533] Blue KC (Blue Cross Blue Shield of Kansas Cit ... 🔒 auth_required | HTTP 403 | 278ms
  [306/533] Capital BlueCross                             ... 🔒 auth_required | HTTP 403 | 370ms
  [307/533] Piedmont Community Health Plan                ... 🔒 auth_required | HTTP 403 | 296ms
  [308/533] Aultcare                                      ... 🔒 auth_required | HTTP 403 | 290ms
  [309/533] Dean Health Plan (Quartz)                     ... 🔒 auth_required | HTTP 403 | 290ms
  [310/533] Network Health Plan (WI)                      ... 🔒 auth_required | HTTP 403 | 278ms
  [311/533] Gateway Health                                ... 🔒 auth_required | HTTP 403 | 394ms
  [312/533] Viva Health (AL)                              ... 🔒 auth_required | HTTP 403 | 276ms
  [313/533] Sunshine Health (Centene FL)                  ... 🔒 auth_required | HTTP 403 | 282ms
  [314/533] Superior HealthPlan (Centene TX)              ... 🔒 auth_required | HTTP 403 | 291ms
  [315/533] Fidelis Care (Centene NY)                     ... 🔒 auth_required | HTTP 403 | 272ms
  [316/533] Health Net (Centene CA)                       ... 🔒 auth_required | HTTP 403 | 290ms
  [317/533] Peach State Health Plan (Centene GA)          ... 🔒 auth_required | HTTP 403 | 275ms
  [318/533] Buckeye Health Plan (Centene OH)              ... 🔒 auth_required | HTTP 403 | 272ms
  [319/533] Home State Health (Centene MO)                ... 🔒 auth_required | HTTP 403 | 278ms
  [320/533] Coordinated Care (Centene WA)                 ... 🔒 auth_required | HTTP 403 | 288ms
  [321/533] Meridian Health Plan (Centene IL/MI)          ... 🔒 auth_required | HTTP 403 | 287ms
  [322/533] IlliniCare Health (Centene IL)                ... 🔒 auth_required | HTTP 403 | 285ms
  [323/533] PA Health & Wellness (Centene PA)             ... 🔒 auth_required | HTTP 403 | 288ms
  [324/533] NH Healthy Families (Centene NH)              ... 🔒 auth_required | HTTP 403 | 275ms
  [325/533] Louisiana Healthcare Connections (Centene)    ... 🔒 auth_required | HTTP 403 | 286ms
  [326/533] Nebraska Total Care (Centene)                 ... 🔒 auth_required | HTTP 403 | 284ms
  [327/533] Trillium Community Health Plan (Centene OR)   ... 🔒 auth_required | HTTP 403 | 279ms
  [328/533] Ambetter (Centene ACA Exchange)               ... 🔒 auth_required | HTTP 403 | 266ms
  [329/533] Celtic Insurance (Centene)                    ... 🔒 auth_required | HTTP 403 | 284ms
  [330/533] Aetna Better Health DE                        ... 🔒 auth_required | HTTP 403 | 289ms
  [331/533] Managed Health Services IN (Centene)          ... 🔒 auth_required | HTTP 403 | 277ms
  [332/533] Managed Health Services WI (Centene)          ... 🔒 auth_required | HTTP 403 | 263ms
  [333/533] Absolute Total Care (Centene SC)              ... 🔒 auth_required | HTTP 403 | 284ms
  [334/533] Granite State Health Plan (Centene NH)        ... 🔒 auth_required | HTTP 403 | 279ms
  [335/533] Magellan Complete Care (Centene)              ... 🔒 auth_required | HTTP 403 | 286ms
  [336/533] Envolve (Centene subsidiary)                  ... 🔒 auth_required | HTTP 403 | 295ms
  [337/533] YelowCare (CalOptima)                         ... 🔒 auth_required | HTTP 403 | 267ms
  [338/533] PHC (Partnership HealthPlan CA)               ... 🔒 auth_required | HTTP 403 | 284ms
  [339/533] Health Plan of Nevada (UHC)                   ... 🔒 auth_required | HTTP 403 | 290ms
  [340/533] Arizona Complete Health (Centene AZ)          ... 🔒 auth_required | HTTP 403 | 283ms
  [341/533] Magnolia Health (Centene MS)                  ... 🔒 auth_required | HTTP 403 | 293ms
  [342/533] Allwell (Centene Medicare)                    ... 🔒 auth_required | HTTP 403 | 283ms
  [343/533] Prestige Health Choice (Molina FL)            ... 🔒 auth_required | HTTP 403 | 281ms
  [344/533] Affinity Health Plan (Molina NY)              ... 🔒 auth_required | HTTP 403 | 307ms
  [345/533] CHIP - Alabama (ALL Kids)                     ... 🔒 auth_required | HTTP 403 | 298ms
  [346/533] CHIP - Arizona (KidsCare)                     ... 🔒 auth_required | HTTP 403 | 294ms
  [347/533] CHIP - California (Medi-Cal for Children)     ... 🔒 auth_required | HTTP 403 | 288ms
  [348/533] CHIP - Colorado (CHP+)                        ... 🔒 auth_required | HTTP 403 | 299ms
  [349/533] CHIP - Connecticut (HUSKY B)                  ... 🔒 auth_required | HTTP 403 | 306ms
  [350/533] CHIP - Florida (KidCare)                      ... 🔒 auth_required | HTTP 403 | 288ms
  [351/533] CHIP - Georgia (PeachCare)                    ... 🔒 auth_required | HTTP 403 | 285ms
  [352/533] CHIP - Illinois (All Kids)                    ... 🔒 auth_required | HTTP 403 | 275ms
  [353/533] CHIP - Indiana (Hoosier Healthwise)           ... 🔒 auth_required | HTTP 403 | 263ms
  [354/533] CHIP - Massachusetts (MassHealth)             ... 🔒 auth_required | HTTP 403 | 295ms
  [355/533] CHIP - New York (Child Health Plus)           ... 🔒 auth_required | HTTP 403 | 294ms
  [356/533] CHIP - Ohio (Healthy Start)                   ... 🔒 auth_required | HTTP 403 | 281ms
  [357/533] CHIP - Pennsylvania (CHIP)                    ... 🔒 auth_required | HTTP 403 | 300ms
  [358/533] CHIP - Texas (CHIP/STAR)                      ... 🔒 auth_required | HTTP 403 | 302ms
  [359/533] CHIP - Virginia (FAMIS)                       ... 🔒 auth_required | HTTP 403 | 286ms
  [360/533] GlobalHealth                                  ... 🔒 auth_required | HTTP 403 | 297ms
  [361/533] Healthfirst Medicare Plan                     ... 🔒 auth_required | HTTP 403 | 288ms
  [362/533] CDPHP Medicare Advantage                      ... 🔒 auth_required | HTTP 403 | 284ms
  [363/533] Priority Health Medicare                      ... 🔒 auth_required | HTTP 403 | 286ms
  [364/533] UPMC for Life                                 ... 🔒 auth_required | HTTP 403 | 289ms
  [365/533] ConnectiCare                                  ... 🔒 auth_required | HTTP 403 | 298ms
  [367/533] Network Health Medicare Advantage Plans       ... 🔒 auth_required | HTTP 403 | 275ms
  [368/533] LIFE Geisinger                                ... 🔒 auth_required | HTTP 403 | 291ms
  [369/533] MediGold                                      ... 🔒 auth_required | HTTP 403 | 267ms
  [370/533] Blue Cross & Blue Shield of Rhode Island      ... 🔒 auth_required | HTTP 403 | 283ms
  [371/533] Martin's Point Generations Advantage          ... 🔒 auth_required | HTTP 403 | 298ms
  [372/533] Select Health                                 ... 🔒 auth_required | HTTP 403 | 291ms
  [373/533] VNS Health Medicare                           ... 🔒 auth_required | HTTP 403 | 276ms
  [374/533] Providence Medicare Advantage Plans           ... 🔒 auth_required | HTTP 403 | 294ms
  [375/533] Allina Health Aetna Medicare                  ... 🔒 auth_required | HTTP 403 | 296ms
  [376/533] CareFirst BlueCross BlueShield Medicare Advan ... 🔒 auth_required | HTTP 403 | 271ms
  [377/533] VIVA Medicare                                 ... 🔒 auth_required | HTTP 403 | 287ms
  [378/533] Imperial Health Plan of California, Inc.      ... 🔒 auth_required | HTTP 403 | 290ms
  [379/533] Capital Blue Cross                            ... 🔒 auth_required | HTTP 403 | 284ms
  [380/533] Astiva Health                                 ... 🔒 auth_required | HTTP 403 | 294ms
  [381/533] Leon Health, Inc.                             ... 🔒 auth_required | HTTP 403 | 293ms
  [382/533] United Mine Workers of America Health & Retir ... 🔒 auth_required | HTTP 403 | 278ms
  [383/533] CommunityCare Senior Health Plan (HMO)        ... 🔒 auth_required | HTTP 403 | 289ms
  [384/533] Health First Health Plans, Inc.               ... 🔒 auth_required | HTTP 403 | 309ms
  [385/533] Blue Cross of Idaho                           ... 🔒 auth_required | HTTP 403 | 293ms
  [386/533] SummaCare Medicare Advantage Plans            ... 🔒 auth_required | HTTP 403 | 283ms
  [387/533] ATRIO Health Plans                            ... 🔒 auth_required | HTTP 403 | 289ms
  [388/533] L.A. Care Health Plan                         ... 🔒 auth_required | HTTP 403 | 285ms
  [389/533] Jefferson Health Plans                        ... 🔒 auth_required | HTTP 403 | 272ms
  [390/533] Elderplan                                     ... 🔒 auth_required | HTTP 403 | 297ms
  [391/533] Doctors HealthCare Plans, Inc.                ... 🔒 auth_required | HTTP 403 | 350ms
  [392/533] Quartz Medicare Advantage (HMO)               ... 🔒 auth_required | HTTP 403 | 275ms
  [393/533] BayCare Health Plans                          ... 🔒 auth_required | HTTP 403 | 286ms
  [394/533] Solis Health Plans                            ... 🔒 auth_required | HTTP 403 | 277ms
  [395/533] Ultimate Health Plans                         ... 🔒 auth_required | HTTP 403 | 278ms
  [396/533] Medical Associates Health Plan, Inc.          ... 🔒 auth_required | HTTP 403 | 294ms
  [397/533] Sharp Health Plan                             ... 🔒 auth_required | HTTP 403 | 289ms
  [398/533] CalOptima Health PACE                         ... 🔒 auth_required | HTTP 403 | 271ms
  [399/533] Banner Medicare Advantage                     ... 🔒 auth_required | HTTP 403 | 287ms
  [400/533] Arkansas Blue Medicare                        ... 🔒 auth_required | HTTP 403 | 303ms
  [401/533] Johns Hopkins Advantage MD                    ... 🔒 auth_required | HTTP 403 | 284ms
  [402/533] Memorial Hermann Health Plan                  ... 🔒 auth_required | HTTP 403 | 293ms
  [403/533] Health New England Medicare Advantage Plans   ... 🔒 auth_required | HTTP 403 | 292ms
  [404/533] PrimeTime Health Plan                         ... 🔒 auth_required | HTTP 403 | 272ms
  [405/533] Alterwood Advantage                           ... 🔒 auth_required | HTTP 403 | 283ms
  [406/533] CareOregon Advantage                          ... 🔒 auth_required | HTTP 403 | 289ms
  [407/533] Peak Health                                   ... 🔒 auth_required | HTTP 403 | 290ms
  [408/533] UCLA Health Medicare Advantage Plan           ... 🔒 auth_required | HTTP 403 | 282ms
  [409/533] VillageCareMAX                                ... 🔒 auth_required | HTTP 403 | 293ms
  [410/533] MyTruAdvantage                                ... 🔒 auth_required | HTTP 403 | 286ms
  [411/533] Sentara PACE                                  ... 🔒 auth_required | HTTP 403 | 272ms
  [412/533] Provider Partners Health Plans                ... 🔒 auth_required | HTTP 403 | 299ms
  [413/533] eternalHealth                                 ... 🔒 auth_required | HTTP 403 | 295ms
  [414/533] CHRISTUS Health Advantage                     ... 🔒 auth_required | HTTP 403 | 274ms
  [415/533] Iowa Health Advantage                         ... 🔒 auth_required | HTTP 403 | 310ms
  [416/533] Mass Advantage                                ... 🔒 auth_required | HTTP 403 | 442ms
  [417/533] Gold Kidney Health Plan                       ... 🔒 auth_required | HTTP 403 | 282ms
  [418/533] Champion Heath Plan                           ... 🔒 auth_required | HTTP 403 | 286ms
  [419/533] Longevity Health                              ... 🔒 auth_required | HTTP 403 | 301ms
  [420/533] Aspirus Health Plan                           ... 🔒 auth_required | HTTP 403 | 284ms
  [421/533] Clear Spring Health                           ... 🔒 auth_required | HTTP 403 | 278ms
  [422/533] CCHP (Chinese Community Health Plan)          ... 🔒 auth_required | HTTP 403 | 288ms
  [423/533] Elevate Medicare Advantage                    ... 🔒 auth_required | HTTP 403 | 290ms
  [424/533] NY Hotel Trades Council and Hotel Assn. of NY ... 🔒 auth_required | HTTP 403 | 274ms
  [425/533] Cox HealthPlans                               ... 🔒 auth_required | HTTP 403 | 292ms
  [426/533] Verda Health Plan of Texas                    ... 🔒 auth_required | HTTP 403 | 299ms
  [427/533] Communicare Advantage                         ... 🔒 auth_required | HTTP 403 | 309ms
  [428/533] PruittHealth Premier                          ... 🔒 auth_required | HTTP 403 | 287ms
  [429/533] Simpra Advantage                              ... 🔒 auth_required | HTTP 403 | 289ms
  [430/533] Align Senior Care                             ... 🔒 auth_required | HTTP 403 | 300ms
  [431/533] Upper Peninsula Health Plan (UPHP) MI Coordin ... 🔒 auth_required | HTTP 403 | 284ms
  [432/533] Liberty Medicare Advantage                    ... 🔒 auth_required | HTTP 403 | 280ms
  [433/533] Texas Independence Health Plan                ... 🔒 auth_required | HTTP 403 | 284ms
  [434/533] Arkansas Superior Select Health Plans         ... 🔒 auth_required | HTTP 403 | 299ms
  [435/533] PrimeWest Health                              ... 🔒 auth_required | HTTP 403 | 294ms
  [436/533] AlohaCare                                     ... 🔒 auth_required | HTTP 403 | 282ms
  [437/533] AllCare Advantage                             ... 🔒 auth_required | HTTP 403 | 353ms
  [438/533] McLaren Medicare                              ... 🔒 auth_required | HTTP 403 | 293ms
  [439/533] Valor Health Plan                             ... 🔒 auth_required | HTTP 403 | 290ms
  [440/533] Hamaspik, Inc.                                ... 🔒 auth_required | HTTP 403 | 394ms
  [441/533] Perennial Advantage                           ... 🔒 auth_required | HTTP 403 | 287ms
  [442/533] El Paso Health Medicare Advantage             ... 🔒 auth_required | HTTP 403 | 270ms
  [443/533] Troy Medicare                                 ... 🔒 auth_required | HTTP 403 | 261ms
  [444/533] Union Health Service, Inc.                    ... 🔒 auth_required | HTTP 403 | 279ms
  [445/533] South Country Health Alliance                 ... 🔒 auth_required | HTTP 403 | 296ms
  [446/533] Samaritan Advantage Health Plans              ... 🔒 auth_required | HTTP 403 | 288ms
  [447/533] Florida Complete Care                         ... 🔒 auth_required | HTTP 403 | 286ms
  [448/533] C and O Employees' Hospital Association       ... 🔒 auth_required | HTTP 403 | 294ms
  [449/533] NHC Advantage                                 ... 🔒 auth_required | HTTP 403 | 291ms
  [450/533] Fenyx Health                                  ... 🔒 auth_required | HTTP 403 | 280ms
  [451/533] Abilis Health (HMO SNP)                       ... 🔒 auth_required | HTTP 403 | 290ms
  [452/533] ProCare Advantage                             ... 🔒 auth_required | HTTP 403 | 302ms
  [453/533] Kern Family Health Care Medicare (D-SNP)      ... 🔒 auth_required | HTTP 403 | 274ms
  [454/533] Consolidated Assoc Of Railroad Employees Hc   ... 🔒 auth_required | HTTP 403 | 349ms
  [455/533] AgeRight Advantage                            ... 🔒 auth_required | HTTP 403 | 296ms
  [456/533] Community Care                                ... 🔒 auth_required | HTTP 403 | 275ms
  [457/533] Nascentia Health Plus                         ... 🔒 auth_required | HTTP 403 | 378ms
  [459/533] KeyCare Advantage                             ... 🔒 auth_required | HTTP 403 | 288ms
  [460/533] Healthy Mississippi, Inc.                     ... 🔒 auth_required | HTTP 403 | 282ms
  [461/533] CenCal CareConnect                            ... 🔒 auth_required | HTTP 403 | 318ms
  [462/533] Itasca Medical Care/IMCare Classic            ... 🔒 auth_required | HTTP 403 | 289ms
  [463/533] SECUR Health Plan                             ... 🔒 auth_required | HTTP 403 | 306ms
  [464/533] Elite Health Plan, Inc.                       ... 🔒 auth_required | HTTP 403 | 277ms
  [465/533] Anthem HealthKeepers (VA)                     ... 🔒 auth_required | HTTP 403 | 299ms
  [466/533] Anthem Blue Cross Cal MediConnect             ... 🔒 auth_required | HTTP 403 | 267ms
  [467/533] Simply Healthcare Plans (FL)                  ... 🔒 auth_required | HTTP 403 | 267ms
  [468/533] HealthSpring (TN)                             ... 🔒 auth_required | HTTP 403 | 265ms
  [469/533] Freedom Health (FL)                           ... 🔒 auth_required | HTTP 403 | 280ms
  [470/533] Optimum HealthCare (FL)                       ... 🔒 auth_required | HTTP 403 | 253ms
  [471/533] Coventry Health Care                          ... 🔒 auth_required | HTTP 403 | 278ms
  [472/533] WellPoint (Various states)                    ... 🔒 auth_required | HTTP 403 | 260ms
  [473/533] Access Health CT                              ... 🔒 auth_required | HTTP 403 | 270ms
  [474/533] Jai Medical Systems (MD)                      ... 🔒 auth_required | HTTP 403 | 286ms
  [475/533] Johns Hopkins HealthCare (MD/DC)              ... 🔒 auth_required | HTTP 403 | 287ms
  [476/533] Passport Health Plan (KY)                     ... 🔒 auth_required | HTTP 403 | 273ms
  [477/533] PHP (Physicians Health Plan MI)               ... 🔒 auth_required | HTTP 403 | 290ms
  [478/533] Providence Health Plan (OR)                   ... 🔒 auth_required | HTTP 403 | 280ms
  [479/533] Total Health Care (MI)                        ... 🔒 auth_required | HTTP 403 | 273ms
  [480/533] Trusted Health Plan (DC)                      ... 🔒 auth_required | HTTP 403 | 293ms
  [481/533] VNSNY CHOICE (NY)                             ... 🔒 auth_required | HTTP 403 | 277ms
  [482/533] YourCare Health Plan (NY)                     ... 🔒 auth_required | HTTP 403 | 271ms
  [483/533] Hamaspik Choice (NY)                          ... 🔒 auth_required | HTTP 403 | 282ms
  [484/533] Fidelis (NY)                                  ... 🔒 auth_required | HTTP 403 | 295ms
  [485/533] VillageCare (NY)                              ... 🔒 auth_required | HTTP 403 | 291ms
  [486/533] Senior Whole Health (MA/NY)                   ... 🔒 auth_required | HTTP 403 | 289ms
  [487/533] Commonwealth Care Alliance (MA)               ... 🔒 auth_required | HTTP 403 | 288ms
  [488/533] ConnectiCare (CT)                             ... 🔒 auth_required | HTTP 403 | 276ms
  [489/533] Tufts Health Public Plans (MA)                ... 🔒 auth_required | HTTP 403 | 380ms
  [490/533] Community Care Alliance (TX)                  ... 🔒 auth_required | HTTP 403 | 297ms
  [491/533] RiverSpring Health Plans (NY)                 ... 🔒 auth_required | HTTP 403 | 279ms
  [492/533] Centers Plan for Healthy Living (NY)          ... 🔒 auth_required | HTTP 403 | 268ms
  [493/533] AgeWell New York                              ... 🔒 auth_required | HTTP 403 | 274ms
  [494/533] HealthRight 360 (CA)                          ... 🔒 auth_required | HTTP 403 | 378ms
  [495/533] San Mateo Health Commission                   ... 🔒 auth_required | HTTP 403 | 281ms
  [496/533] Kern Health Systems (CA)                      ... 🔒 auth_required | HTTP 403 | 283ms
  [497/533] Local Initiative Health Authority (CA)        ... 🔒 auth_required | HTTP 403 | 283ms
  [498/533] Health Net Community Solutions (CA)           ... 🔒 auth_required | HTTP 403 | 287ms
  [499/533] Valley Health Plan (CA)                       ... 🔒 auth_required | HTTP 403 | 293ms
  [500/533] Western Health Advantage (CA)                 ... 🔒 auth_required | HTTP 403 | 278ms
  [501/533] Sharp Health Plan (CA)                        ... 🔒 auth_required | HTTP 403 | 294ms
  [502/533] CHRISTUS Health Plan (TX/LA)                  ... 🔒 auth_required | HTTP 403 | 281ms
  [503/533] Dell Children's Health Plan (TX)              ... 🔒 auth_required | HTTP 403 | 279ms
  [504/533] FirstCare Health Plans (TX)                   ... 🔒 auth_required | HTTP 403 | 260ms
  [505/533] Scott and White Health Plan (TX)              ... 🔒 auth_required | HTTP 403 | 265ms
  [506/533] Sendero Health Plans (TX)                     ... 🔒 auth_required | HTTP 403 | 261ms
  [507/533] CommunityCare Managed Healthcare Plans (OK)   ... 🔒 auth_required | HTTP 403 | 293ms
  [508/533] Health Choice Oklahoma                        ... 🔒 auth_required | HTTP 403 | 260ms
  [509/533] SoonerCare Choice (OK)                        ... 🔒 auth_required | HTTP 403 | 272ms
  [510/533] Heritage Health Systems (NE)                  ... 🔒 auth_required | HTTP 403 | 258ms
  [511/533] Health Alliance Medical Plans (IL)            ... 🔒 auth_required | HTTP 403 | 274ms
  [512/533] HAP Midwest Health Plan (MI)                  ... 🔒 auth_required | HTTP 403 | 266ms
  [513/533] Sparrow PHP (MI)                              ... 🔒 auth_required | HTTP 403 | 263ms
  [514/533] Blue Care Network (MI)                        ... 🔒 auth_required | HTTP 403 | 268ms
  [515/533] Magellan Health Services                      ... 🔒 auth_required | HTTP 403 | 267ms
  [516/533] Beacon Health Options                         ... 🔒 auth_required | HTTP 403 | 266ms
  [517/533] New Directions Behavioral Health              ... 🔒 auth_required | HTTP 403 | 260ms
  [518/533] Optum Behavioral Health                       ... 🔒 auth_required | HTTP 403 | 259ms
  [519/533] Cenpatico Behavioral Health                   ... 🔒 auth_required | HTTP 403 | 257ms
  [520/533] Colorado Access                               ... 🔒 auth_required | HTTP 403 | 263ms
  [521/533] Rocky Mountain Health Plans (CO)              ... 🔒 auth_required | HTTP 403 | 264ms
  [522/533] Friday Health Plans (CO)                      ... 🔒 auth_required | HTTP 403 | 261ms
  [523/533] Sutter Health Plus (CA)                       ... 🔒 auth_required | HTTP 403 | 256ms
  [524/533] SIHO Insurance Services (IN)                  ... 🔒 auth_required | HTTP 403 | 284ms
  [525/533] MHS Indiana (Centene)                         ... 🔒 auth_required | HTTP 403 | 267ms
  [526/533] CareSource Indiana                            ... 🔒 auth_required | HTTP 403 | 262ms
  [527/533] Anthem Indiana Medicaid                       ... 🔒 auth_required | HTTP 403 | 269ms
  [528/533] Oklahoma Complete Health (UHC)                ... 🔒 auth_required | HTTP 403 | 289ms
  [529/533] Healthy Blue NC                               ... 🔒 auth_required | HTTP 403 | 280ms
  [530/533] Healthy Blue SC                               ... 🔒 auth_required | HTTP 403 | 269ms
  [531/533] Healthy Blue NE                               ... 🔒 auth_required | HTTP 403 | 275ms
  [532/533] AmeriHealth Caritas Iowa                      ... 🔒 auth_required | HTTP 403 | 276ms
  [533/533] Iowa Total Care (Centene)                     ... 🔒 auth_required | HTTP 403 | 330ms

================================================================================
Updating database with real results...

================================================================================
RESULTS SUMMARY
================================================================================
Total payers tested: 533
Tested at: 2026-06-03T17:43:09.606820+00:00

  auth_required            :  270 (50.7%)
  unreachable              :  143 (26.8%)
  not_found                :   54 (10.1%)
  no_api                   :   28 (5.3%)
  client_error             :   17 (3.2%)
  valid                    :   12 (2.3%)
  valid_non_fhir           :    3 (0.6%)
  timeout                  :    3 (0.6%)
  ssl_error                :    2 (0.4%)
  server_error             :    1 (0.2%)

Results saved to: /host/home/Projects/provider-directory-db/scripts/../data/retest_results.json
